"","Probe Set ID","Rank"
"334","GJD3",7.72865486042492
"335","FCGR2C",7.71786771102527
"336","GNLY",7.71773005585308
"337","RUNX3",7.71457339294006
"338","GPR82",7.70768903984174
"339","CLIC2",7.70230075394189
"340","DTHD1",7.67052514841858
"341","GIMAP2",7.66971592319312
"342","SIGLEC9",7.65965417371014
"343","STAT4",7.65488716019002
"344","FMNL1",7.65483624244755
"345","KLHL6",7.64471097842899
"346","PSMB8",7.64089229219458
"347","FCHO1",7.64089229219458
"348","NLRP3",7.64089229219458
"349","FYB1",7.64089229219458
"350","PTGDR",7.61709305842016
"351","CASP4",7.61143792004351
"352","PLA2G7",7.606813428539
"353","CD209",7.59840278005307
"354","IKZF3",7.59552602496155
"355","IL15RA",7.59264962970166
"356","CD40",7.59264962970166
"357","HCLS1",7.58737734654422
"358","CD5",7.57874800135607
"359","TLR2",7.57411582722473
"360","CD52",7.56462906778585
"361","SPN",7.56462906778585
"362","LST1",7.56462906778585
"363","ADRB2",7.56462906778585
"364","FCN1",7.56099481057036
"365","USP30-AS1",7.54312707697445
"366","SIRPG",7.51946493971565
"367","FMNL1-DT",7.51587315964835
"368","ZNF683",7.51587315964835
"369","GBP4",7.51587315964835
"370","ATP8B4",7.51587315964835
"371","CHSY3",7.51496478867681
"372","FCGR2A",7.51496478867681
"373","KLRG1",7.51200501716966
"374","LILRA6",7.50771508000981
"375","AGAP2",7.48762118203751
"376","LMNB1",7.48434056770157
"377","LOC105375914",7.48123903320331
"378","BTN3A1",7.47657799573627
"379","IL4I1",7.47183582532234
"380","HLA-DMB",7.47007928542871
"381","XCR1",7.4678817142587
"382","GPR18",7.45142157878438
"383","PLEKHO1",7.43478032190087
"384","LOC105375532",7.42656802270366
"385","CENPK",7.39767467880968
"386","MYCL",7.39082411203267
"387","HCP5",7.38343289185093
"388","RUBCNL",7.37711218563391
"389","DOK3",7.35076976138432
"390","RAB27B",7.34179091481601
"391","PLAUR",7.32544928756343
"392","NCF4",7.32544928756343
"393","C1QC",7.31393109859007
"394","IGKV1D-39",7.30727256284837
"395","ADCY7",7.30560514041176
"396","LYN",7.30560514041176
"397","SIGLEC1",7.30399115504221
"398","TRPM2",7.29515667152749
"399","SAMSN1",7.29035874159559
"400","RASAL3",7.28969589614967
"401","MICB",7.28628498409976
"402","FST",7.27943058714346
"403","C11orf21",7.27903040981105
"404","APBB1IP",7.27903040981105
"405","PDXP-DT",7.27606631967537
"406","HLA-B",7.27606631967537
"407","RGS10",7.27382518626585
"408","JAML",7.27382518626585
"409","SIGLEC5",7.25818932745737
"410","MAP4K1-AS1",7.25616298026241
"411","NCMAP",7.25198505362198
"412","GMIP",7.24276798453975
"413","ARHGDIB",7.23608126664865
"414","STK17B",7.23093902565695
"415","SLFN11",7.23065553718909
"416","DUSP6",7.23021474197418
"417","ANKRD1",7.21094137683062
"418","SH3BP1",7.20490042570563
"419","LGALS9",7.19783148533772
"420","CXCL9",7.18258349727866
"421","ALOX5",7.1782316032854
"422","MEOX1",7.17784221685273
"423","CD163",7.1739497631469
"424","MS4A4A",7.17199822646263
"425","RAB39B",7.17162239034042
"426","PYCARD",7.17130626299359
"427","CORO1A",7.1614266279843
"428","GAPT",7.15919530678618
"429","SPRED1",7.15919530678618
"430","HSPA7",7.15919530678618
"431","CXCL6",7.15676685157193
"432","NLRC5",7.15235035910219
"433","POU2AF1",7.13572636865699
"434","IL2RG",7.10940256123986
"435","DUSP10",7.09425923345004
"436","CP",7.08982656381837
"437","CXCL1",7.07731208652732
"438","NRP2",7.07731208652732
"439","IGHD",7.06095036713958
"440","C1QB",7.06095036713958
"441","FAM225B",7.04620453037373
"442","CCDC88B",7.04040078862724
"443","MIAT",7.00914428811425
"444","IGKV1-39",7.0018754363047
"445","TLDC2",6.9902122641854
"446","E2F2",6.98983488939112
"447","DUSP2",6.98983488939112
"448","MARCHF1",6.97473107922763
"449","MAP4K1",6.96235818396293
"450","CSF2RB",6.95608049368394
"451","MLKL",6.95194332413068
"452","LINC00528",6.94717432160861
"453","SYT16",6.94614386872217
"454","ITGAX",6.94605735603492
"455","ARHGAP25",6.94158906793173
"456","RTN1",6.93831825391936
"457","EMBP1",6.91652508182446
"458","CD84",6.91514518003445
"459","SERPINB9",6.91043339096869
"460","SEMA3A",6.91005643396501
"461","TPM3",6.90516162700784
"462","CCL5",6.89826785934844
"463","ITGAM",6.89564413084129
"464","KBTBD8",6.89436769615542
"465","STAT1",6.89332703124597
"466","MRC1",6.8919149434857
"467","TLR7",6.8919149434857
"468","IGKJ4",6.8919149434857
"469","GIMAP7",6.8919149434857
"470","CD163L1",6.89118076898006
"471","MLC1",6.89118076898006
"472","LINC02908",6.89015671243891
"473","C1QA",6.88476849948278
"474","SLC9B2",6.87479896157617
"475","GCSAM",6.87330300063032
"476","SLC37A2",6.87258034058895
"477","P2RX7",6.86509462037293
"478","VSIG4",6.85017521434628
"479","CD2",6.80889979597064
"480","LILRB5",6.80701532060423
"481","FCMR",6.80471108343716
"482","BTLA",6.80309723866295
"483","GPR34",6.79903790404108
"484","UBE2L6",6.79903790404108
"485","SERPINB8",6.79396577394621
"486","CD79A",6.79051485059681
"487","IL16",6.78898846313825
"488","LYZ",6.78897755786525
"489","HSH2D",6.78507370857523
"490","CXCR3",6.78184922083769
"491","IRF8",6.77662423683118
"492","RAP1B",6.77174307904301
"493","CTLA4",6.77059576064149
"494","CCR4",6.76854934893124
"495","MSR1",6.76678219361727
"496","GNG2",6.76642362655043
"497","APOL2",6.74791167087145
"498","CSF2RA",6.73101934879117
"499","BATF2",6.73101934879117
"500","CLEC7A",6.72958723062345
"501","CAPZA1",6.72269939281242
"502","TNFRSF4",6.72216890148211
"503","PSTPIP1",6.72216890148211
"504","BIRC3",6.7212327676714
"505","FGR",6.71853124085629
"506","LOC729683",6.712399643716
"507","LSP1",6.69114694495097
"508","PLCB2",6.69114694495097
"509","RAB39A",6.67656003839375
"510","IL21R-AS1",6.67305112013767
"511","HLA-A",6.67292602726222
"512","HAPLN3",6.6665447706
"513","IGKJ2",6.65738692960698
"514","C16orf54",6.64639892547191
"515","LOC105374746",6.64608382215545
"516","NFKB2",6.64347594565529
"517","CLEC10A",6.6389496743556
"518","TRIM38",6.62560085440836
"519","GPRIN1",6.61830856520024
"520","PPP1R18",6.61713880277725
"521","IGKV3D-15",6.61611719425348
"522","ODF3B",6.61611719425348
"523","CARD8-AS1",6.61393310843182
"524","TRIM36",6.61237923426147
"525","CD40LG",6.59555569906063
"526","LOC105377945",6.58646321148233
"527","MELK",6.58505063323593
"528","ADD2",6.5817076309891
"529","GALNT1",6.57494669173292
"530","RUNX1",6.57401872442297
"531","DEF6",6.57401872442297
"532","GZMK",6.56855261120799
"533","PLA1A",6.56286092909142
"534","CSF1R",6.56135319542524
"535","GPSM3",6.56135319542524
"536","ITGB2-AS1",6.56135319542524
"537","FGFBP2",6.55618609507768
"538","SAMD3",6.55565500880362
"539","SYTL1",6.55552223975331
"540","MIR10393",6.55552223975331
"541","LILRA5",6.55308977667652
"542","EGR3",6.54760550343904
"543","ARHGAP9",6.54639611060427
"544","C1orf162",6.54421014786129
"545","DCANP1",6.5324927318037
"546","CLEC4A",6.52558204806624
"547","TMEM268",6.52296026631413
"548","SH2B3",6.51989381722117
"549","KIAA0930",6.51933862603827
"550","PRAM1",6.51894549239995
"551","RGS1",6.51862598023771
"552","TNNT3",6.51754907525951
"553","KIAA0408",6.51217296490972
"554","SERPINB1",6.50940359534608
"555","HLA-DQA1",6.50927438994061
"556","PARP9",6.50909759467451
"557","GMFG",6.49079225435985
"558","ADGRE2",6.4886619408493
"559","CYRIA",6.47872321375727
"560","IL18R1",6.46988748832491
"561","RASD2",6.46801796452738
"562","IGKV1-33",6.46599497872708
"563","IGKV3-15",6.46425299423745
"564","TRIM22",6.46110362944505
"565","MAP3K14",6.45977906016812
"566","ANXA2R",6.45977906016812
"567","CARD11",6.45779892158645
"568","HPSE",6.4551049072785
"569","RAB31",6.45347695981839
"570","CD6",6.45159912900089
"571","BAZ1A",6.44646379346941
"572","TMC8",6.44424207106491
"573","NLRC3",6.44416875531964
"574","C6orf62",6.43184314821185
"575","BTN2A2",6.42784577262855
"576","CMTM3",6.42784577262855
"577","LOC112268296",6.42369267814907
"578","ADAP2",6.41944993277627
"580","CASP8",6.41944993277627
"581","KCNN4",6.418554100637
"582","CARMIL2",6.41845487358637
"583","LOC107986589",6.41231187215599
"584","TNFAIP2",6.40911284422544
"585","ITGA4",6.40570122499754
"586","GPR183",6.40144747800201
"587","CXCL2",6.40144747800201
"588","DTX3L",6.40144747800201
"589","GAB3",6.40016998305133
"590","CCRL2",6.39696451803769
"591","EPSTI1",6.39036052924926
"592","PIEZO2",6.39036052924926
"593","IGHV3-21",6.38826264577859
"594","UNC13D",6.38826264577859
"595","APOBEC3F",6.38596349419799
"596","PTPN6",6.37648764633097
"597","CD3E",6.37318439443721
"598","TNFRSF10B",6.37318439443721
"599","TMEM233",6.37148117371194
"600","FXYD5",6.36857501594462
"601","SH3KBP1",6.36741285634803
"602","KLRF1",6.34050810760244
"603","ADA2",6.33502053244095
"604","TGM2",6.32546409276961
"605","CHST11",6.32407772185528
"606","PARP14",6.32040817317105
"607","EIF4E3",6.30838175940266
"608","RAB8B",6.30267402727598
"609","ERMN",6.29887967478428
"610","LINC00672",6.29887967478428
"611","APOBEC3C",6.28865114909028
"612","IFI16",6.28565062062152
"613","LILRA2",6.28565062062152
"614","MAX",6.28055692759189
"615","CELF2",6.27201602694651
"616","IGLV1-47",6.27198726202027
"617","UBE2D1",6.27198726202027
"618","TNIK",6.27198726202027
"619","ADGRE1",6.25935123554479
"620","CFH",6.25053002954458
"621","IGHJ6",6.2496709756576
"622","LINC01138",6.24783056574675
"623","SIGLEC16",6.24778862961186
"624","S1PR4",6.2312682993411
"625","MMP25",6.20972291367608
"626","ABHD3",6.20887136423058
"627","UBD",6.20410279981219
"628","FKBP11",6.20042232045203
"629","TRBC2",6.19997220922253
"630","MS4A4E",6.19997220922253
"631","LCK",6.19997220922253
"632","IGHV5-51",6.19997220922253
"633","CBFA2T3",6.19360218099469
"634","BCL3",6.1876434865817
"635","PTPRCAP",6.18726823798554
"636","PTPN7",6.16605128127422
"637","IGLV3-21",6.164523434481
"638","WNT10B",6.164523434481
"639","FGL2",6.16258548023374
"640","TXLNB",6.1565274405642
"641","PSMB10",6.15069549636678
"642","SPHK1",6.14411524031146
"643","SPRY1",6.13020750596101
"644","PARP8",6.1300388150745
"645","RIPK2",6.12834638447874
"646","ELF4",6.11397291365531
"647","FAM72A",6.11242190922762
"648","ARL4C",6.11242190922762
"649","SLC16A6",6.11178068947766
"650","PSTPIP2",6.11178068947766
"651","FOSB",6.1113827970179
"652","ALCAM",6.1113827970179
"653","SERPING1",6.10955863131082
"654","ARF6",6.10496097182703
"655","AKNA",6.10345553996702
"656","SELE",6.08431836090912
"657","BCAT1",6.08401337862151
"658","IGKJ5",6.08401337862151
"660","SNAP23",6.08143217861563
"661","FUT4",6.08143217861563
"662","KIF21B",6.07870012143965
"663","SGTB",6.07574438905297
"664","TNFRSF1B",6.07574438905297
"665","ACTR3",6.0736464590499
"666","IGHV3-11",6.06017143770918
"667","OASL",6.06017143770918
"668","CFHR1",6.05177076694968
"669","SLC27A3",6.05149097756961
"670","IGHV1-2",6.04918178710839
"671","LOC100507412",6.04643600827348
"672","ZFP36",6.04204146606989
"673","FOLR2",6.04204146606989
"674","SRGN",6.04204146606989
"675","LINC00996",6.04204146606989
"676","STK38",6.04186220555001
"677","FCGR2B",6.04045570767861
"678","TNFRSF1A",6.0247006987442
"679","P2RY12",6.0247006987442
"680","LIMD2",6.01085435191251
"681","BCAN-AS1",6.00840014060372
"682","ZMYND15",6.00249861039381
"683","IFNAR2",6.00249861039381
"684","CADM3-AS1",5.99821785132299
"685","CYRIB",5.99715973256426
"686","ARHGAP15",5.98485242145476
"687","SIGLEC14",5.97087846467242
"688","TBC1D10C",5.96928046614674
"689","FKBP1A",5.96596658316176
"690","ASB2",5.96586491053049
"691","NRG3",5.96586491053049
"692","TLR1",5.96498348581414
"693","UHRF1",5.96039074180063
"694","EMILIN2",5.95996200254464
"695","TMEM71",5.94849103370636
"696","ARPC5",5.94682697719848
"697","TGFBR2",5.94682697719848
"698","CYTOR",5.94531573280763
"699","DOCK10",5.94531573280763
"700","GLIPR2",5.93516538253836
"701","MARCO",5.93516538253836
"702","MGAT2",5.93461988092761
"703","EFEMP1",5.90492490009686
"704","ASCL2",5.90359170032896
"705","ANKRD22",5.90168851610297
"706","GNB4",5.89716147402894
"707","STEAP4",5.89415592715985
"708","CASS4",5.8909929322305
"709","MAFF",5.88089654201814
"710","RNF125",5.87830983848845
"711","ATF3",5.87723290464795
"712","FBXO41",5.8771344966987
"713","S100A3",5.87382341730149
"714","IGFLR1",5.87364398416796
"715","CSF1",5.86854641332014
"716","CARD9",5.86846115572646
"717","HLA-DQB2",5.86729704979415
"718","HCG26",5.8622717718908
"719","PHOSPHO1",5.8601584138817
"720","CASP3",5.85590604548926
"721","SDC3",5.85066674215286
"722","TPSB2",5.83380579343902
"723","ARRB2",5.83237544717151
"724","CXCL16",5.82939371929871
"726","PIF1",5.82762724368487
"727","FAM30A",5.81189904616392
"728","LINC00623",5.80992700636219
"729","PTPN2",5.80992700636219
"730","TRANK1",5.80846897676408
"731","LRFN1",5.80846897676408
"732","RHBDF2",5.80747785679297
"733","VMP1",5.80676868304084
"734","SEMA7A",5.80022843615561
"735","IGHV4-59",5.79276758265728
"736","NRROS",5.79276758265728
"737","TDO2",5.79177363974749
"738","RUFY4",5.76986129464658
"739","RGS19",5.76819477652176
"740","COL8A2",5.7645193496468
"741","TRAC",5.76441530200027
"742","ADGRE4P",5.75428140366259
"743","ACSL4",5.75428140366259
"744","GBP3",5.75428140366259
"745","SEPTIN1",5.75428140366259
"746","IGHV3-33",5.75028585039976
"747","IGLV1-44",5.74768527783595
"748","CAMK2D",5.74154566164564
"749","VCPIP1",5.74132140661846
"750","NCK1",5.7321121192077
"751","DGKA",5.7261232547732
"752","ANXA2",5.72482745478657
"753","PLXNC1",5.72482745478657
"754","CD37",5.72140676746318
"755","IL18BP",5.71964788138826
"756","CCR2",5.71874219777783
"757","P2RY14",5.71634566273131
"758","SELL",5.71473590514272
"759","XBP1",5.70751643784355
"760","PIP4K2A",5.70751643784355
"761","IGHJ4",5.6998658002182
"762","ZAP70",5.69186336389686
"763","DERL3",5.68000273686784
"764","SECTM1",5.67961477823846
"765","UGCG",5.67850268909776
"766","ITGAD",5.67684963533192
"767","RARRES1",5.670441320375
"768","C1S",5.67039772995515
"769","LOC101929638",5.66830940345062
"770","SLC2A3",5.65672570968217
"771","LTB4R",5.64835537044762
"772","PIK3CG",5.64688559231138
"773","TSPAN32",5.64319814748173
"774","HGF",5.64070855825357
"775","LACC1",5.63914263302235
"776","TRBC1",5.63773760245036
"777","MEST",5.63425810178748
"778","PLD4",5.63306486653747
"779","MCL1",5.62855491503906
"780","TRAF3IP3",5.6226521726672
"781","RELB",5.6226521726672
"782","FER1L4",5.62074177384049
"783","MPZL2",5.62059526793482
"784","SOX9",5.60740222918007
"785","CXorf65",5.60649416474583
"786","MARCHF3",5.60133640765722
"787","MS4A1",5.59350645692972
"788","DBF4",5.59349424928186
"789","IGLV2-11",5.5919714837198
"790","BLM",5.5680726494011
"791","CFB",5.56296697385206
"792","CKM",5.54400956592065
"793","IGHV1-69D",5.54197652982456
"794","DLEU2",5.52841725345735
"795","CD28",5.52310216130274
"796","CYLD",5.52098388182155
"797","NIBAN3",5.52098388182155
"798","ACSL5",5.5137719921211
"799","TRAF1",5.50790232012377
"800","SOGA3",5.50411456974913
"801","PLK3",5.49218740449543
"802","OAS2",5.48470730033121
"803","LOC105374071",5.47720923311447
"804","PODNL1",5.47720923311447
"805","RAB42",5.47500092061627
"806","HLA-DQA2",5.4710902169027
"807","IGLV2-8",5.47080096569513
"808","RIN3",5.46991651309169
"809","STAB1",5.46964130561621
"810","IGKV1D-33",5.45999327982105
"811","HMGN4",5.45190199753805
"812","MZB1",5.45101750923693
"813","RIPOR2",5.44916302476181
"814","ADAM19",5.43995338875001
"815","APBA2",5.42933307333139
"816","IER2",5.42648402953492
"817","PHLDA2",5.42491619709984
"818","CSGALNACT2",5.4248039461608
"819","TMIGD3",5.41826539063721
"820","JUNB",5.41325084867813
"821","MAFB",5.41325084867813
"823","SYNE3",5.41074911318964
"824","SNAI3",5.40623136309036
"825","IGKV3D-20",5.38913705497182
"826","ACTR2",5.38194085352646
