"","logFC","logCPM","F","PValue","FDR","neglogFC","DE","top30"
"GTPBP2",-0.447948632304472,5.14594887510952,11.2593035851864,0.00199120521254079,0.00839098454047936,0.447948632304472,"No",NA
"NDUFB11",0.421868526325358,5.63747690422515,11.2548431574692,0.00199350757030383,0.00839614758843297,-0.421868526325358,"No",NA
"PAPLN",-0.5492445159628,7.00650805569368,11.2534038105885,0.00199371407384988,0.00839614758843297,0.5492445159628,"No",NA
"DPP8",-0.470521052755079,5.35321016776899,11.2547645687355,0.00199420359810565,0.00839614758843297,0.470521052755079,"No",NA
"FADS3",-0.313015444108002,4.80618138604613,11.2574572467632,0.00199426253887061,0.00839614758843297,0.313015444108002,"No",NA
"LIN7C",-0.318517415511324,4.94918772052759,11.2555407815854,0.00199497271209303,0.00839720890594196,0.318517415511324,"No",NA
"CCDC126",-0.487396546055917,3.17720304332574,11.3015424335653,0.00199570544800334,0.00839824122622799,0.487396546055917,"No",NA
"HAGH",0.57297800448324,6.66830992160797,11.2505540087475,0.00199613425468743,0.00839824122622799,-0.57297800448324,"No",NA
"ZNF423",-0.706004312085279,2.66443049088022,11.2361217283674,0.00200425155874839,0.00843045785300982,0.706004312085279,"UP",NA
"ARMCX5",-0.345649564794988,3.61951504320212,11.2660830611752,0.00201011495170991,0.00845318127547475,0.345649564794988,"No",NA
"UPRT",-0.282338529340761,3.74299632000459,11.2554453758903,0.00201420466516629,0.00846843709109248,0.282338529340761,"No",NA
"DCAF5",-0.338676889107912,6.13757419559772,11.2207024464736,0.00202037803637098,0.00849244434412209,0.338676889107912,"No",NA
"CLIC1",-0.332421728232304,7.19358960235815,11.219054818867,0.00202135580241068,0.00849460642228112,0.332421728232304,"No",NA
"EDEM3",-0.529123659784069,5.18371776705826,11.2167200272883,0.00202548128980457,0.00850999255636205,0.529123659784069,"No",NA
"GNGT2",-0.597341628865804,1.74027634160978,10.5078311671986,0.0020271304974173,0.0085149700156179,0.597341628865804,"No",NA
"SCYL2",-0.329216402297334,5.75712334543313,11.2103150112056,0.00202929033040937,0.00852208958688069,0.329216402297334,"No",NA
"PTPRK",-0.514709102887215,5.64106485507134,11.2072707858705,0.00203200175608029,0.00853152180272741,0.514709102887215,"No",NA
"RPP25",-0.498515130463222,3.02409340922662,11.2519140037338,0.00203549308532733,0.00854422343648622,0.498515130463222,"No",NA
"GTF2E2",-0.395925927452377,3.97838609073755,11.2200506016774,0.00203646011348051,0.00854483226174256,0.395925927452377,"No",NA
"ZNF410",-0.285344906754308,5.02244143738793,11.2034391656971,0.00203677911684213,0.00854483226174256,0.285344906754308,"No",NA
"SMG8",-0.361130783099871,3.81687176606033,11.2246221581216,0.00203712295641026,0.00854483226174256,0.361130783099871,"No",NA
"TCEAL8",-0.260674541760507,5.35907092982169,11.201142701452,0.00203750269031023,0.00854483226174256,0.260674541760507,"No",NA
"ZNF525",-0.534422025437871,3.16253719793643,11.2469578427129,0.00203935721980813,0.00855065352156972,0.534422025437871,"No",NA
"OR7E14P",0.364671028215243,2.67618999282663,11.211968834504,0.0020447348597803,0.00857063061592133,-0.364671028215243,"No",NA
"LINC00853",0.724863036778354,1.69681668260892,10.4258282082332,0.0020450569152823,0.00857063061592133,-0.724863036778354,"DOWN",NA
"PLEKHA4",-0.585249095089922,4.20599279355584,11.2012186582734,0.00204770620563351,0.00857977198982123,0.585249095089922,"No",NA
"LIG1",-0.323296150772502,4.36336851248293,11.1921975527577,0.0020516244436626,0.00859422478902629,0.323296150772502,"No",NA
"KLHL30",-0.922884942048813,1.64860150962152,10.3354039058601,0.00205244609449495,0.00859480480146938,0.922884942048813,"UP",NA
"PRKAR1B-AS2",1.14252888927606,1.62489738580405,10.3114054507239,0.00205270063939954,0.00859480480146938,-1.14252888927606,"DOWN",NA
"LOC107984079",0.928237902684492,2.65907341662485,11.1474919531224,0.00205420029565569,0.00859911980353149,-0.928237902684492,"DOWN",NA
"PIAS1",-0.512287523111879,4.82535177059683,11.1822639630773,0.00205557034005921,0.00860289038895557,0.512287523111879,"No",NA
"EVA1B",-0.550307668866089,4.09728238775703,11.18709731016,0.0020614355910744,0.00862546811686484,0.550307668866089,"No",NA
"ITPRID2",-0.516162884945061,7.15213470846437,11.1668020296352,0.00206433922864216,0.00863564637157448,0.516162884945061,"No",NA
"SLC6A6",-0.676164442119473,5.90360349524143,11.1663528459668,0.00206540702974981,0.00863681479604646,0.676164442119473,"UP",NA
"TIMM10B",-0.27273967135311,5.10392949777247,11.168108948154,0.00206556085679274,0.00863681479604646,0.27273967135311,"No",NA
"FAM199X",-0.466200455204289,5.77716979991079,11.1591344150599,0.00207145014553538,0.00865935228673562,0.466200455204289,"No",NA
"HECW2",-0.646561805338086,3.19747336249024,11.2054798596856,0.00207189564833465,0.00865935228673562,0.646561805338086,"UP",NA
"ELOVL5",-0.455448730196628,6.04161104635843,11.1554048659123,0.00207432719234433,0.00866556806838204,0.455448730196628,"No",NA
"ZNF597",-0.444190866710216,2.65806423057752,11.1682243547742,0.00207432833364576,0.00866556806838204,0.444190866710216,"No",NA
"TMEM267",-0.545537710841627,3.78220884586754,11.1801935218943,0.00207569191682281,0.00866928879637253,0.545537710841627,"No",NA
"GDAP2",-0.361001709882891,3.80592900324438,11.1723533895264,0.00208059020182225,0.00868776742359994,0.361001709882891,"No",NA
"SLC33A1",-0.311064326720283,5.64095419913393,11.1466445486178,0.00208210865786648,0.00869182326936129,0.311064326720283,"No",NA
"ZFAND4",-0.39261194969774,3.12985668209658,11.1965083021455,0.00208250983574463,0.00869182326936129,0.39261194969774,"No",NA
"FDXACB1",-0.352657251965469,2.43166650331201,11.0896897575782,0.00208306123700234,0.00869214558058045,0.352657251965469,"No",NA
"AGTR1",-0.69016606337217,4.07012004799761,11.1615183356768,0.00208414445778232,0.00869468640318793,0.69016606337217,"UP",NA
"PDCD10",-0.271948618970163,4.70144361142796,11.1478003956496,0.00208483284771009,0.00869557927903838,0.271948618970163,"No",NA
"ROGDI",0.381166330604152,5.46954847109445,11.1409723041519,0.00208721654895702,0.00870354107346022,-0.381166330604152,"No",NA
"MOSMO",-0.474909127879217,3.95889118110099,11.1540299737281,0.00209198607620905,0.00872144570456859,0.474909127879217,"No",NA
"ADAR",-0.49399845670401,7.15596107676342,11.130413226349,0.00209481204926965,0.00872694384189737,0.49399845670401,"No",NA
"TOR1AIP1",-0.461423622613025,6.01694783555657,11.1308812556252,0.00209493562058424,0.00872694384189737,0.461423622613025,"No",NA
"MTRF1L",-0.296402373265552,4.45276255434749,11.1386489142637,0.0020950532645351,0.00872694384189737,0.296402373265552,"No",NA
"EFTUD2",-0.222228733453055,5.83507671936374,11.1307351490522,0.00209520920016313,0.00872694384189737,0.222228733453055,"No",NA
"IL17D",-0.671568382218546,1.6717204493178,10.342682155966,0.00209724897658568,0.00873233984723373,0.671568382218546,"UP",NA
"MED21",-0.29301848871835,4.69264061369338,11.1325014245475,0.00209780546654802,0.00873233984723373,0.29301848871835,"No",NA
"ZFAND6",-0.23234647402973,5.88893684197491,11.1273676330715,0.0020979338108787,0.00873233984723373,0.23234647402973,"No",NA
"GSK3B-DT",-0.479255420609848,1.97170776379908,10.7132253930733,0.00209873721424814,0.00873370076603465,0.479255420609848,"No",NA
"IFNAR1",-0.478399613386689,6.08251047827185,11.1248279240092,0.00210000914435232,0.00873701035522524,0.478399613386689,"No",NA
"GPC2",-0.663925970480421,1.41924995510636,10.1021666398929,0.00210541483226447,0.00875751288637168,0.663925970480421,"UP",NA
"LDB3",-1.67876376150438,3.51403350862326,11.1452518689416,0.00210682118462692,0.00876137457699548,1.67876376150438,"UP",NA
"GTF2H3",-0.334197481756157,4.42249156549715,11.1241660162467,0.00210774612332346,0.0087632329749699,0.334197481756157,"No",NA
"SLC18A2",-0.351715833049002,3.4036217580195,11.1535805281407,0.00211091597430944,0.00877442193312162,0.351715833049002,"No",NA
"TEX10",-0.379168405096739,3.58996737479522,11.1424443806606,0.0021133184029819,0.00878241660509207,0.379168405096739,"No",NA
"KCND1",-0.816638316916199,2.44128008352852,11.005425738545,0.00211671389795619,0.00879453364991726,0.816638316916199,"UP",NA
"PRKACA",-0.219980303614207,5.83254931085459,11.1011585418211,0.00212033670473656,0.00880655371431441,0.219980303614207,"No",NA
"ODF2L",-0.649502729124827,4.74782737004094,11.105949979003,0.00212056778653558,0.00880655371431441,0.649502729124827,"UP",NA
"IKBKB",-0.526992985875584,5.7452921181717,11.0996052266408,0.00212179378975158,0.00880964936804898,0.526992985875584,"No",NA
"ZNF765-ZNF761",-0.517679734208648,3.14495784596805,11.1397473816287,0.00212894068380334,0.00883732148432948,0.517679734208648,"No",NA
"PDLIM7",-0.51546360937832,5.23741936483703,11.0906027459047,0.002130740725475,0.0088424010119415,0.51546360937832,"No",NA
"SEPTIN7",-0.545553805597287,6.56749925672445,11.0879948451754,0.0021311291075641,0.0088424010119415,0.545553805597287,"No",NA
"POLG",-0.384111019459981,5.45727630264584,11.0886571099385,0.00213172024395116,0.00884285218191191,0.384111019459981,"No",NA
"ZNF791",-0.456452609802861,4.60363102539855,11.0904046110372,0.00213474000934293,0.00885337536453965,0.456452609802861,"No",NA
"SFN",-1.00560849214838,1.51872941301413,10.1329111275422,0.0021402867291977,0.00887437141663041,1.00560849214838,"UP",NA
"GGA3",-0.405819260240147,5.40310074479113,11.078300578605,0.00214078627759462,0.0088744353809559,0.405819260240147,"No",NA
"PTGER3",0.739769703161757,6.60891268747769,11.0734045682201,0.00214368814337382,0.00888445565367071,-0.739769703161757,"DOWN",NA
"USP33",-0.427506260175358,5.92701036544989,11.0725272501428,0.00214487149611805,0.00888600981508334,0.427506260175358,"No",NA
"MAP1LC3B2",-0.550971664216131,2.45991842360958,11.0139616613044,0.00214503264588641,0.00888600981508334,0.550971664216131,"No",NA
"ETNK1",-0.410513000877653,6.33541393859015,11.0706801884171,0.00214609382514138,0.00888839717773761,0.410513000877653,"No",NA
"RHOB",-0.438732082692049,7.12966145585565,11.0697198011546,0.00214671522158936,0.00888896244114629,0.438732082692049,"No",NA
"HSPA4",-0.259318734610765,6.68899633626302,11.0689551550119,0.00214744161102617,0.00888996209840123,0.259318734610765,"No",NA
"CSRNP2",-0.618027603623877,4.85130722617663,11.0729894240293,0.00214806532873862,0.0088905363606023,0.618027603623877,"UP",NA
"FAM20A",-0.402712288138214,7.1098237865431,11.0624385518155,0.00215303424487848,0.00890909046114389,0.402712288138214,"No",NA
"NVL",-0.362407172905421,3.87792112230054,11.083377697755,0.00215405266842208,0.00891129304103931,0.362407172905421,"No",NA
"MED15",-0.35607000551811,6.29634866015182,11.0583754628868,0.00215678349499805,0.00891856809914545,0.35607000551811,"No",NA
"ZNF569",-0.389079160945532,3.1459247063237,11.1086439086456,0.00215678426618907,0.00891856809914545,0.389079160945532,"No",NA
"PLOD3",-0.312755342855675,5.48936282827809,11.0586762751976,0.00215755877130848,0.00891867135153116,0.312755342855675,"No",NA
"GPBP1",-0.364993656956395,6.04580540532357,11.0575308099735,0.00215778230560475,0.00891867135153116,0.364993656956395,"No",NA
"RANBP9",-0.349222027838529,5.05402421880974,11.0578198840856,0.00215970231927539,0.00892459495370542,0.349222027838529,"No",NA
"PMS2CL",-0.422140561530639,3.04748897086969,11.1043505000974,0.00216065826017261,0.00892633404936541,0.422140561530639,"No",NA
"RASA1",-0.54977378887578,4.99212675220338,11.0563268399001,0.00216153080603523,0.00892633404936541,0.54977378887578,"No",NA
"FRAT2",-0.416290139752179,3.17251467038781,11.1023521435868,0.00216158402952011,0.00892633404936541,0.416290139752179,"No",NA
"GOPC",-0.506862370168912,5.27624012811516,11.0541131741825,0.00216220838988171,0.00892690135020757,0.506862370168912,"No",NA
"PAQR6",-0.35834106549307,2.7633747569875,11.086380195929,0.00216285278109583,0.00892755107639444,0.35834106549307,"No",NA
"ZNF530",-0.455351966583426,2.18354899099916,10.8371238444002,0.00216505153918411,0.00893461498531832,0.455351966583426,"No",NA
"RAB3A",0.372770802686793,2.56880419929576,11.0412438240738,0.00216714026556354,0.00894122174387694,-0.372770802686793,"No",NA
"PRRC1",-0.422139780650314,5.60199506014851,11.0425367654968,0.00217147906824144,0.00895710684066916,0.422139780650314,"No",NA
"CYB561D1",-0.409608060410696,4.69014637708307,11.0458191517898,0.00217258612749531,0.00895807549734614,0.409608060410696,"No",NA
"UHMK1",-0.440404414797942,6.42271490548295,11.0401604483787,0.0021726912694998,0.00895807549734614,0.440404414797942,"No",NA
"CPNE8",-0.409719487195095,4.39399031049389,11.0474297723602,0.00217449423099926,0.00896349308487689,0.409719487195095,"No",NA
"MINPP1",-0.276354662474951,4.67812543811281,11.041481559357,0.00217630273398673,0.00896893107390081,0.276354662474951,"No",NA
"TRIM4",-0.400171059906793,5.01143140411324,11.0341992216594,0.00218064425282637,0.00898480328131271,0.400171059906793,"No",NA
"PIANP",-0.795900049955203,1.72782665951281,10.3053645993504,0.0021820402129672,0.00898853463907904,0.795900049955203,"UP",NA
"COMMD10",-0.301638211656787,4.52760697671868,11.033033681566,0.00218522398300043,0.00899962723711097,0.301638211656787,"No",NA
"NR1I3",0.753469509290668,3.77042346946856,11.0526880931716,0.00218608086458166,0.00900001494975686,-0.753469509290668,"DOWN",NA
"ARMC8",-0.378051699643825,4.85472547169273,11.0287670242936,0.00218630006935068,0.00900001494975686,0.378051699643825,"No",NA
"LOC107986762",-0.396324196944319,2.05698816528771,10.71082016976,0.00218739772238646,0.00900251182062553,0.396324196944319,"No",NA
"SMG1P7",-0.40024395578156,2.33740018003302,10.9156212356674,0.00219087755365092,0.00901480952547139,0.40024395578156,"No",NA
"MARVELD1",-0.619837730181206,4.21252833901477,11.0315123004207,0.0021924405714655,0.00901921636345018,0.619837730181206,"UP",NA
"NADK",-0.321516553451126,5.58618262120022,11.0062218180558,0.00220357226525456,0.00906063236525575,0.321516553451126,"No",NA
"TRIM44",-0.368464246556839,6.84878550475774,11.0043151580103,0.00220420558954439,0.00906063236525575,0.368464246556839,"No",NA
"PIGK",-0.411691884411113,5.44523216634004,11.0056308947759,0.00220443695057642,0.00906063236525575,0.411691884411113,"No",NA
"ZNF224",-0.534944259084508,4.59953495124327,11.0110180898652,0.00220448531716986,0.00906063236525575,0.534944259084508,"No",NA
"RIN2",-0.313106106692257,5.70644003268763,11.0017691445042,0.00220734360252364,0.00907034646443867,0.313106106692257,"No",NA
"ZNF280D",-0.471048144811963,4.94422754210928,10.9987466951763,0.00221254703085743,0.00908778650986274,0.471048144811963,"No",NA
"LL21NC02-21A1.1",-0.545333851748735,2.65758713300787,11.0017434130126,0.00221257930246672,0.00908778650986274,0.545333851748735,"No",NA
"MATN3",-0.585211155694593,1.89021503490703,10.4874090948398,0.00221505254823197,0.00909590686864703,0.585211155694593,"No",NA
"TSC22D2",-0.383044307111585,4.91252621295463,10.9945614639804,0.00221636229083166,0.00909924684282984,0.383044307111585,"No",NA
"RSPRY1",-0.284248471555753,5.11102507291471,10.9909993640375,0.00221848840403235,0.00910593616979779,0.284248471555753,"No",NA
"ATF1",-0.390529968504346,4.38110683375999,10.9923254254922,0.00222353566961214,0.00912460988575335,0.390529968504346,"No",NA
"IRF5",-0.545878317894298,4.69471255121016,10.9784811380436,0.00223272110764469,0.00916025304929159,0.545878317894298,"No",NA
"GPR176",-0.485884208684071,3.45910664762575,11.0015868969973,0.00224171663802275,0.00919510129594878,0.485884208684071,"No",NA
"MIOS",-0.418323088742958,4.53927226869594,10.9674663198115,0.00224399712698063,0.00920239627174094,0.418323088742958,"No",NA
"PHACTR2",-0.696030461478217,4.54727308129862,10.9620533104416,0.00224967736185603,0.00922248940301634,0.696030461478217,"UP",NA
"SLC12A7",-0.28248681018327,7.31860986886002,10.9535192247064,0.00224990303912984,0.00922248940301634,0.28248681018327,"No",NA
"NDST2",-0.546958531021126,4.98523677928974,10.9540050693824,0.00225282318687357,0.00923051410093929,0.546958531021126,"No",NA
"CD101",-0.678762785420728,2.9802292346816,10.9917641535898,0.00225286782431959,0.00923051410093929,0.678762785420728,"UP",NA
"PARM1",-0.419783251471678,7.37918396708381,10.9477910750612,0.00225512692737504,0.00923770540909763,0.419783251471678,"No",NA
"BLZF1",-0.340667682060504,4.35929451080605,10.9550846530403,0.0022574503653171,0.00924515698092666,0.340667682060504,"No",NA
"PALM",0.431121545938161,6.50552254858335,10.9414581692284,0.00226115138386183,0.00925717629830457,-0.431121545938161,"No",NA
"LINC02437",1.09039346247105,2.67738136934646,10.8934792130608,0.00226139520286989,0.00925717629830457,-1.09039346247105,"DOWN",NA
"DCLRE1B",-0.564982490233912,2.88310050682384,10.9777926996078,0.00226362366698054,0.00926422983688777,0.564982490233912,"No",NA
"IER3",-0.56554562142637,4.26257480697691,10.9466141237189,0.00226764238796384,0.009278605494144,0.56554562142637,"No",NA
"SCFD1",-0.266994786595654,5.26003510022223,10.9336946171608,0.00226998870108898,0.00928613320233475,0.266994786595654,"No",NA
"ZNF254",-0.536548922032345,3.97773509473734,10.9404179125502,0.00227974510088901,0.00932396417768773,0.536548922032345,"No",NA
"GCLM",-0.388409484721271,4.60172763821414,10.9235435434022,0.00228344477456165,0.00933701230481588,0.388409484721271,"No",NA
"DUT",-0.365218380357679,5.43570237562738,10.9165442144855,0.00228537423772072,0.00934281783043231,0.365218380357679,"No",NA
"MED26",-0.352288292510692,2.94865196315251,10.9628221221869,0.00228622439977339,0.00934366903816377,0.352288292510692,"No",NA
"PON2",-0.478712607687216,5.77648838287719,10.9144982579328,0.00228660189325201,0.00934366903816377,0.478712607687216,"No",NA
