NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	NCF1	107	9.457625389099121	0.04251608	Yes	
row_1	VAV1	116	9.303884506225586	0.08965814	Yes	
row_2	PIK3R6	124	9.212342262268066	0.13638672	Yes	
row_3	NCKAP1L	145	9.098361015319824	0.18182173	Yes	
row_4	HCK	174	8.892573356628418	0.225767	Yes	
row_5	ITGB2	183	8.848318099975586	0.27057934	Yes	
row_6	RAC2	190	8.741752624511719	0.314956	Yes	
row_7	FCER1G	200	8.668496131896973	0.3587941	Yes	
row_8	FCGR1A	208	8.597878456115723	0.40238035	Yes	
row_9	TYROBP	228	8.404661178588867	0.4443225	Yes	
row_10	NCF2	243	8.286018371582031	0.48593125	Yes	
row_11	CYBB	284	8.022222518920898	0.52476954	Yes	
row_12	NCF4	391	7.325449466705322	0.55643654	Yes	
row_13	C1QC	392	7.313930988311768	0.59383947	Yes	
row_14	LYN	395	7.305604934692383	0.63109046	Yes	
row_15	C1QB	439	7.06095027923584	0.6648489	Yes	
row_16	ITGAM	462	6.895644187927246	0.69891006	Yes	
row_17	C1QA	472	6.884768486022949	0.73362625	Yes	
row_18	PTPN6	594	6.376487731933594	0.75962025	Yes	
row_19	PIK3CG	768	5.646885395050049	0.77904034	Yes	
row_20	SIGLEC7	880	5.197322845458984	0.79955083	Yes	
row_21	PIK3CD	1025	4.779961109161377	0.81612295	Yes	
row_22	ARPC1B	1233	4.303364276885986	0.8268136	Yes	
row_23	TREM2	1429	3.9208292961120605	0.83620405	Yes	
row_24	RAC1	1561	3.7106149196624756	0.8480183	Yes	
row_25	PIK3CA	3112	2.5011820793151855	0.7760726	No	
row_26	PIK3C3	3679	2.267206907272339	0.7567245	No	
row_27	PIK3C2A	5976	1.5164549350738525	0.6389602	No	
row_28	PIK3R1	6286	1.4296246767044067	0.62937856	No	
row_29	PIK3R3	8113	0.9926967620849609	0.53463006	No	
row_30	CYBA	8733	0.8635944128036499	0.5052065	No	
row_31	PIK3CB	9769	0.6558784246444702	0.4519785	No	
row_32	VAV2	9791	0.6511895060539246	0.4541606	No	
row_33	LAT	10303	0.5569480657577515	0.4290731	No	
row_34	SYK	10637	0.4992600083351135	0.4134216	No	
row_35	VAV3	14095	-0.01580149494111538	0.22451268	No	
row_36	PLCG2	14502	-0.06913245469331741	0.20267072	No	
row_37	PIK3R2	14588	-0.08083076775074005	0.19843724	No	
row_38	RAC3	17552	-1.1886098384857178	0.042532325	No	
