NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	VDAC1	14812	-0.11978182196617126	-0.7985172	No	
row_1	CAT	15109	-0.1695152074098587	-0.8005867	No	
row_2	GSTO1	15835	-0.3424176573753357	-0.81170356	Yes	
row_3	ATP1A1	16275	-0.48167452216148376	-0.7956376	Yes	
row_4	SOD1	16372	-0.5147782564163208	-0.75809896	Yes	
row_5	AS3MT	17837	-1.5279757976531982	-0.71103126	Yes	
row_6	UQCRFS1	18063	-1.9664044380187988	-0.5599024	Yes	
row_7	ND1	18138	-2.2182767391204834	-0.37960085	Yes	
row_8	COA3	18151	-2.250049352645874	-0.1932749	Yes	
row_9	SDHA	18200	-2.442700147628784	0.007095557	Yes	
